[67015-2035] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Honey (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67015-2036] HAUTE PROTECTION High Protection Tinted Compact Broad Spectrum SPF 50 Beige (TITANIUM DIOXIDE, ZINC OXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** TITANIUM DIOXIDE; ZINC OXIDE  **Strength:** 13.7; 4.9 g/100g; g/100g  **Dosage form:** Cream  **Route:** Topical  **Labeler:** Pierre Fabre USA Inc.  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67038-203] Bliss Block Star Sheer Liquid Daily Sunscreen SPF 50 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 20 g/100mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** Bliss Products Holdings LLC  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67296-2178] PROCHLORPERAZINE MALEATE (Prochlorperazine Maleate) -- **Product type:** Human Prescription Drug  **Active ingredient:** PROCHLORPERAZINE MALEATE  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA217478)  **Pharmacologic class:** Phenothiazine [EPC], Phenothiazines [CS]
[67296-2179] Ofloxacin (Ofloxacin) -- **Product type:** Human Prescription Drug  **Active ingredient:** OFLOXACIN  **Strength:** 3 mg/mL  **Dosage form:** Solution/ Drops  **Route:** Auricular (Otic)  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA216328)  **Pharmacologic class:** Quinolone Antimicrobial [EPC], Quinolones [CS]
[67296-2180] NITROFURANTOIN (monohydrate/macrocrystals) (Nitrofurantoin (monohydrate/macrocrystals)) -- **Product type:** Human Prescription Drug  **Active ingredient:** NITROFURANTOIN; NITROFURANTOIN MONOHYDRATE  **Strength:** 25; 75 mg/1; mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA211013)  **Pharmacologic class:** Nitrofuran Antibacterial [EPC], Nitrofuran Antibacterial [EPC], Nitrofurans [CS], Nitrofurans [CS]
[67296-2181] Ibuprofen (Ibuprofen) -- **Product type:** Human Prescription Drug  **Active ingredient:** IBUPROFEN  **Strength:** 600 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA202413)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]
[67296-2182] PREDNISONE (PREDNISONE) -- **Product type:** Human Prescription Drug  **Active ingredient:** PREDNISONE  **Strength:** 20 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA215672)  **Pharmacologic class:** Corticosteroid Hormone Receptor Agonists [MoA], Corticosteroid [EPC]
[67296-2183] Omeprazole (Omeprazole) -- **Product type:** Human Otc Drug  **Active ingredient:** OMEPRAZOLE  **Strength:** 20 mg/1  **Dosage form:** Tablet, Delayed Release  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA207891)  **Pharmacologic class:** Cytochrome P450 2C19 Inhibitors [MoA], Proton Pump Inhibitor [EPC], Proton Pump Inhibitors [MoA]
[67296-2184] Ibuprofen (Ibuprofen) -- **Product type:** Human Prescription Drug  **Active ingredient:** IBUPROFEN  **Strength:** 400 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA202413)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]
[67296-2185] Azithromycin Dihydrate (Azithromycin Dihydrate) -- **Product type:** Human Prescription Drug  **Active ingredient:** AZITHROMYCIN DIHYDRATE  **Strength:** 250 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA208250)  **Pharmacologic class:** Macrolide Antimicrobial [EPC], Macrolides [CS]
[67296-2186] Famotidine (Famotidine) -- **Product type:** Human Prescription Drug  **Active ingredient:** FAMOTIDINE  **Strength:** 20 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA217400)  **Pharmacologic class:** Histamine H2 Receptor Antagonists [MoA], Histamine-2 Receptor Antagonist [EPC]
[67296-2187] levofloxacin (levofloxacin) -- **Product type:** Human Prescription Drug  **Active ingredient:** LEVOFLOXACIN  **Strength:** 750 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA077652)
[67296-2188] Oxycodone Hydrochloride (Oxycodone Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** OXYCODONE HYDROCHLORIDE  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA077712)  **Pharmacologic class:** Full Opioid Agonists [MoA], Opioid Agonist [EPC]  **DEA schedule:** CII
[67296-2189] Doxycycline Hyclate (Doxycycline Hyclate) -- **Product type:** Human Prescription Drug  **Active ingredient:** DOXYCYCLINE HYCLATE  **Strength:** 100 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA062269)  **Pharmacologic class:** Tetracycline-class Drug [EPC], Tetracyclines [CS]
[67296-2190] Torsemide (Torsemide) -- **Product type:** Human Prescription Drug  **Active ingredient:** TORSEMIDE  **Strength:** 20 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA078249)  **Pharmacologic class:** Increased Diuresis at Loop of Henle [PE], Loop Diuretic [EPC]
[67296-2191] BUPRENORPHINE HYDROCHLORIDE and NALOXONE HYDROCHLORIDE DIHYDRATE (BUPRENORPHINE HYDROCHLORIDE and NALOXONE HYDROCHLORIDE DIHYDRATE) -- **Product type:** Human Prescription Drug  **Active ingredient:** BUPRENORPHINE HYDROCHLORIDE; NALOXONE HYDROCHLORIDE DIHYDRATE  **Strength:** 8; 2 mg/1; mg/1  **Dosage form:** Tablet  **Route:** Sublingual  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA209069)  **Pharmacologic class:** Opioid Antagonist [EPC], Opioid Antagonists [MoA], Partial Opioid Agonist [EPC], Partial Opioid Agonists [MoA]  **DEA schedule:** CIII
[67296-2192] GABAPENTIN (gabapentin) -- **Product type:** Human Prescription Drug  **Active ingredient:** GABAPENTIN  **Strength:** 100 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA214956)  **Pharmacologic class:** Decreased Central Nervous System Disorganized Electrical Activity [PE]
[67296-2193] Methocarbamol (Methocarbamol) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHOCARBAMOL  **Strength:** 500 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA213967)  **Pharmacologic class:** Centrally-mediated Muscle Relaxation [PE], Muscle Relaxant [EPC]
[67296-2194] Benzonatate (Benzonatate) -- **Product type:** Human Prescription Drug  **Active ingredient:** BENZONATATE  **Strength:** 100 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA202765)  **Pharmacologic class:** Decreased Tracheobronchial Stretch Receptor Activity [PE], Non-narcotic Antitussive [EPC]
[67296-2195] PROCHLORPERAZINE MALEATE (Prochlorperazine Maleate) -- **Product type:** Human Prescription Drug  **Active ingredient:** PROCHLORPERAZINE MALEATE  **Strength:** 10 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA217478)  **Pharmacologic class:** Phenothiazine [EPC], Phenothiazines [CS]
[67296-2196] Ibuprofen (Ibuprofen) -- **Product type:** Human Prescription Drug  **Active ingredient:** IBUPROFEN  **Strength:** 800 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA202413)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]
[67296-2197] Methocarbamol (Methocarbamol Tablets) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHOCARBAMOL  **Strength:** 500 mg/1  **Dosage form:** Tablet, Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA209312)  **Pharmacologic class:** Centrally-mediated Muscle Relaxation [PE], Muscle Relaxant [EPC]
[67296-2198] Emtricitabine and tenofovir disoproxil fumarate (Emtricitabine and tenofovir disoproxil fumarate) -- **Product type:** Human Prescription Drug  **Active ingredient:** EMTRICITABINE; TENOFOVIR DISOPROXIL FUMARATE  **Strength:** 200; 300 mg/1; mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA201806)  **Pharmacologic class:** Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC], Nucleoside Reverse Transcriptase Inhibitors [MoA], Nucleoside Reverse Transcriptase Inhibitors [MoA], Nucleosides [CS], Nucleosides [CS]
[67296-2199] Cefadroxil (Cefadroxil) -- **Product type:** Human Prescription Drug  **Active ingredient:** CEFADROXIL  **Strength:** 500 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA065282)  **Pharmacologic class:** Cephalosporin Antibacterial [EPC], Cephalosporins [CS]
[67296-2200] Atropine (Atropine Sulfate) -- **Product type:** Human Prescription Drug  **Active ingredient:** ATROPINE SULFATE  **Strength:** 10 mg/mL  **Dosage form:** Solution/ Drops  **Route:** Ophthalmic  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA215624)  **Pharmacologic class:** Anticholinergic [EPC], Cholinergic Antagonists [MoA], Cholinergic Muscarinic Antagonist [EPC], Cholinergic Muscarinic Antagonists [MoA]
[67296-2201] Hydrocodone Bitartrate and Acetaminophen (Hydrocodone Bitartrate and Acetaminophen) -- **Product type:** Human Prescription Drug  **Active ingredient:** ACETAMINOPHEN; HYDROCODONE BITARTRATE  **Strength:** 325; 5 mg/1; mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA210211)  **Pharmacologic class:** Opioid Agonist [EPC], Opioid Agonists [MoA]  **DEA schedule:** CII
[67296-2202] Benzonatate (Benzonatate) -- **Product type:** Human Prescription Drug  **Active ingredient:** BENZONATATE  **Strength:** 200 mg/1  **Dosage form:** Capsule, Liquid Filled  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA040682)  **Pharmacologic class:** Decreased Tracheobronchial Stretch Receptor Activity [PE], Non-narcotic Antitussive [EPC]
[67296-2203] Methocarbamol (Methocarbamol Tablets) -- **Product type:** Human Prescription Drug  **Active ingredient:** METHOCARBAMOL  **Strength:** 750 mg/1  **Dosage form:** Tablet, Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA209312)  **Pharmacologic class:** Centrally-mediated Muscle Relaxation [PE], Muscle Relaxant [EPC]
[67296-2204] Butalbital, Acetaminophen and Caffeine (Butalbital, Acetaminophen and Caffeine) -- **Product type:** Human Prescription Drug  **Active ingredient:** ACETAMINOPHEN; BUTALBITAL; CAFFEINE  **Strength:** 325; 50; 40 mg/1; mg/1; mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA211106)  **Pharmacologic class:** Barbiturate [EPC], Barbiturates [CS], Central Nervous System Stimulant [EPC], Central Nervous System Stimulation [PE], Methylxanthine [EPC], Xanthines [CS]  **DEA schedule:** CIII
[67296-2205] MECLIZINE HYDROCHLORIDE (MECLIZINE) -- **Product type:** Human Prescription Drug  **Active ingredient:** MECLIZINE HYDROCHLORIDE  **Strength:** 25 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA202640)  **Pharmacologic class:** Antiemetic [EPC], Emesis Suppression [PE]
[67296-2206] Phenazopyridine Hydrochloride (Phenazopyridine Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** PHENAZOPYRIDINE HYDROCHLORIDE  **Strength:** 100 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** UNAPPROVED DRUG OTHER
[67296-2207] Benzonatate (Benzonatate) -- **Product type:** Human Prescription Drug  **Active ingredient:** BENZONATATE  **Strength:** 100 mg/1  **Dosage form:** Capsule, Liquid Filled  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA040682)  **Pharmacologic class:** Decreased Tracheobronchial Stretch Receptor Activity [PE], Non-narcotic Antitussive [EPC]
[67296-2208] Ciprofloxacin Hydrochloride (Ciprofloxacin Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** CIPROFLOXACIN HYDROCHLORIDE  **Strength:** 500 mg/1  **Dosage form:** Tablet, Film Coated  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA076593)  **Pharmacologic class:** Cytochrome P450 1A2 Inhibitors [MoA], Fluoroquinolone Antibacterial [EPC], Fluoroquinolones [CS]
[67296-2209] Tizanidine (Tizanidine) -- **Product type:** Human Prescription Drug  **Active ingredient:** TIZANIDINE HYDROCHLORIDE  **Strength:** 2 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA091283)  **Pharmacologic class:** Adrenergic alpha2-Agonists [MoA], Central alpha-2 Adrenergic Agonist [EPC]
[67296-2210] Ketorolac Tromethamine (ketorolac tromethamine) -- **Product type:** Human Prescription Drug  **Active ingredient:** KETOROLAC TROMETHAMINE  **Strength:** 5 mg/mL  **Dosage form:** Solution  **Route:** Ophthalmic  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA218204)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitor [EPC], Cyclooxygenase Inhibitors [MoA], Nonsteroidal Anti-inflammatory Drug [EPC]
[67296-2211] MUPIROCIN (MUPIROCIN) -- **Product type:** Human Prescription Drug  **Active ingredient:** MUPIROCIN  **Strength:** 20 mg/g  **Dosage form:** Ointment  **Route:** Topical  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA217943)  **Pharmacologic class:** RNA Synthetase Inhibitor Antibacterial [EPC], RNA Synthetase Inhibitors [MoA]
[67296-2213] Metoclopramide (Metoclopramide) -- **Product type:** Human Prescription Drug  **Active ingredient:** METOCLOPRAMIDE HYDROCHLORIDE  **Strength:** 5 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** NDA AUTHORIZED GENERIC (NDA017854)  **Pharmacologic class:** Dopamine D2 Antagonists [MoA], Dopamine-2 Receptor Antagonist [EPC]
[67296-2215] Diclofenac Sodium (Diclofenac Sodium) -- **Product type:** Human Prescription Drug  **Active ingredient:** DICLOFENAC SODIUM  **Strength:** 75 mg/1  **Dosage form:** Tablet, Delayed Release  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA075185)  **Pharmacologic class:** Anti-Inflammatory Agents, Non-Steroidal [CS], Cyclooxygenase Inhibitors [MoA], Decreased Prostaglandin Production [PE], Nonsteroidal Anti-inflammatory Drug [EPC]
[67296-2216] METOPROLOL TARTRATE (METOPROLOL TARTRATE) -- **Product type:** Human Prescription Drug  **Active ingredient:** METOPROLOL TARTRATE  **Strength:** 25 mg/1  **Dosage form:** Tablet  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA200981)  **Pharmacologic class:** Adrenergic beta-Antagonists [MoA], beta-Adrenergic Blocker [EPC]
[67296-2220] Tamsulosin Hydrochloride (Tamsulosin Hydrochloride) -- **Product type:** Human Prescription Drug  **Active ingredient:** TAMSULOSIN HYDROCHLORIDE  **Strength:** .4 mg/1  **Dosage form:** Capsule  **Route:** Oral  **Labeler:** Redpharm Drug  **Marketing category:** ANDA (ANDA202433)  **Pharmacologic class:** Adrenergic alpha-Antagonists [MoA], alpha-Adrenergic Blocker [EPC]
[67308-101] LEVULAN KERASTICK (aminolevulinic acid hydrochloride) -- **Product type:** Human Prescription Drug  **Dosage form:** Kit  **Labeler:** Sun Pharmaceutical Industries, Inc  **Marketing category:** NDA (NDA020965)
[67326-005] Hand Sanitizer (ALCOHOL) -- **Product type:** Human Otc Drug  **Active ingredient:** ALCOHOL  **Strength:** .7 mL/mL  **Dosage form:** Gel  **Route:** Topical  **Labeler:** Degasa, S.A. de C.V.  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67326-006] Protec Hand Sani Gel Antibacterial (ALCOHOL) -- **Product type:** Human Otc Drug  **Active ingredient:** ALCOHOL  **Strength:** .7 mL/mL  **Dosage form:** Gel  **Route:** Topical  **Labeler:** Degasa, S.A. de C.V.  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67326-010] Degasa Hand Sanitizer Lemon Lime Scent (ALCOHOL) -- **Product type:** Human Otc Drug  **Active ingredient:** ALCOHOL  **Strength:** .7 mL/mL  **Dosage form:** Gel  **Route:** Topical  **Labeler:** Degasa, S.A. de C.V.  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67326-030] ISOPROPYL ALCOHOL (ISOPROPYL ALCOHOL) -- **Product type:** Human Otc Drug  **Active ingredient:** ISOPROPYL ALCOHOL  **Strength:** .7 mL/mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** Degasa, S.A. de C.V.  **Marketing category:** OTC MONOGRAPH DRUG (M003)
[67326-035] ISOPROPYL ALCOHOL (ISOPROPYL ALCOHOL) -- **Product type:** Human Otc Drug  **Active ingredient:** ISOPROPYL ALCOHOL  **Strength:** .91 mL/mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** Degasa, S.A. de C.V.  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67326-350] Prep Solution (POVIDONE-IODINE) -- **Product type:** Human Otc Drug  **Active ingredient:** POVIDONE-IODINE  **Strength:** 100 mg/mL  **Dosage form:** Solution  **Route:** Topical  **Labeler:** Degasa SA De CV  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67326-351] Surgical Scrub (POVIDONE-IODINE) -- **Product type:** Human Otc Drug  **Active ingredient:** POVIDONE-IODINE  **Strength:** 75 mg/mL  **Dosage form:** Solution  **Route:** Topical  **Labeler:** Degasa SA De CV  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67326-352] Antiseptic Patient Preoperative Skin Preparation and Surgical Hand Scrub (POVIDONE-IODINE) -- **Product type:** Human Otc Drug  **Active ingredient:** POVIDONE-IODINE  **Strength:** 75 mg/mL  **Dosage form:** Solution  **Route:** Topical  **Labeler:** Degasa SA De CV  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67326-353] Hydrogen Peroxide (Hydrogen Peroxide) -- **Product type:** Human Otc Drug  **Active ingredient:** HYDROGEN PEROXIDE  **Strength:** 3 mg/mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** Degasa, S.A. de C.V.  **Marketing category:** OTC MONOGRAPH DRUG (M022)
[67326-354] HYDROGEN PEROXIDE (HYDROGEN PEROXIDE) -- **Product type:** Human Otc Drug  **Active ingredient:** HYDROGEN PEROXIDE  **Strength:** .3 mL/mL  **Dosage form:** Liquid  **Route:** Topical  **Labeler:** DEGASA SA DE CV  **Marketing category:** OTC MONOGRAPH DRUG (M003)
[67326-400] Hand Sanitizer (ALCOHOL) -- **Product type:** Human Otc Drug  **Active ingredient:** ALCOHOL  **Strength:** .7 g/g  **Dosage form:** Cloth  **Route:** Topical  **Labeler:** Degasa, S.A. de C.V.  **Marketing category:** OTC MONOGRAPH DRUG (505G(a)(3))
[67334-0457] T.R.U.E. Test (Standardized Allergenic) -- **Product type:** Standardized Allergenic  **Dosage form:** Kit  **Route:** Cutaneous  **Labeler:** SmartPractice Denmark ApS  **Marketing category:** BLA (BLA103738)
[67345-0050] PUR 4-in-1 Skin Tint LN2 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 132 mg/mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** PUR Minerals  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67345-0051] PUR 4-in-1 Skin Tint LG3 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 132 mg/mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** PUR Minerals  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67345-0052] PUR 4-in-1 Skin Tint MN3 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 132 mg/mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** PUR Minerals  **Marketing category:** OTC MONOGRAPH DRUG (M020)
[67345-0053] PUR 4-in-1 Skin Tint MN4 (Zinc Oxide) -- **Product type:** Human Otc Drug  **Active ingredient:** ZINC OXIDE  **Strength:** 132 mg/mL  **Dosage form:** Lotion  **Route:** Topical  **Labeler:** PUR Minerals  **Marketing category:** OTC MONOGRAPH DRUG (M020)
